movieId,title,rating_count,rating_mean,imdbId,tmdbId
592,Batman (1989),189,3.4285714285714284,96895,268.0
593,"Silence of the Lambs, The (1991)",279,4.161290322580645,102926,274.0
594,Snow White and the Seven Dwarfs (1937),77,3.616883116883117,29583,408.0
595,Beauty and the Beast (1991),146,3.7705479452054793,101414,10020.0
596,Pinocchio (1940),60,3.45,32910,10895.0
597,Pretty Woman (1990),135,3.4851851851851854,100405,114.0
608,Fargo (1996),181,4.116022099447513,116282,275.0
648,Mission: Impossible (1996),162,3.537037037037037,117060,954.0
653,Dragonheart (1996),65,3.0923076923076924,116136,8840.0
673,Space Jam (1996),53,2.707547169811321,117705,2300.0
708,"Truth About Cats & Dogs, The (1996)",58,3.3879310344827585,117979,8866.0
733,"Rock, The (1996)",121,3.6404958677685952,117500,9802.0
736,Twister (1996),123,3.321138211382114,117998,664.0
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),97,4.268041237113402,57012,935.0
778,Trainspotting (1996),102,4.03921568627451,117951,627.0
780,Independence Day (a.k.a. ID4) (1996),202,3.4455445544554455,116629,602.0
784,"Cable Guy, The (1996)",54,2.8055555555555554,115798,9894.0
786,Eraser (1996),64,3.109375,116213,9268.0
788,"Nutty Professor, The (1996)",82,2.731707317073171,117218,9327.0
858,"Godfather, The (1972)",192,4.2890625,68646,238.0
903,Vertigo (1958),60,4.025,52357,426.0
904,Rear Window (1954),84,4.261904761904762,47396,567.0
908,North by Northwest (1959),57,4.184210526315789,53125,213.0
912,Casablanca (1942),100,4.24,34583,289.0
919,"Wizard of Oz, The (1939)",92,3.880434782608696,32138,630.0
923,Citizen Kane (1941),69,4.043478260869565,33467,15.0
924,2001: A Space Odyssey (1968),109,3.8944954128440368,62622,62.0
953,It's a Wonderful Life (1946),58,4.0344827586206895,38650,1585.0
1028,Mary Poppins (1964),71,3.887323943661972,58331,433.0
1035,"Sound of Music, The (1965)",64,3.9375,59742,15121.0
1036,Die Hard (1988),145,3.8620689655172415,95016,562.0
1073,Willy Wonka & the Chocolate Factory (1971),119,3.8739495798319328,67992,252.0
1079,"Fish Called Wanda, A (1988)",71,3.9225352112676055,95159,623.0
1080,Monty Python's Life of Brian (1979),89,3.926966292134832,79470,583.0
1089,Reservoir Dogs (1992),131,4.202290076335878,105236,500.0
1090,Platoon (1986),63,3.984126984126984,91763,792.0
1097,E.T. the Extra-Terrestrial (1982),122,3.7663934426229506,83866,601.0
1101,Top Gun (1986),83,3.3012048192771086,92099,744.0
1127,"Abyss, The (1989)",62,3.475806451612903,96754,2756.0
1136,Monty Python and the Holy Grail (1975),136,4.161764705882353,71853,762.0
1148,Wallace & Gromit: The Wrong Trousers (1993),56,4.035714285714286,108598,531.0
1193,One Flew Over the Cuckoo's Nest (1975),133,4.203007518796992,73486,510.0
1196,Star Wars: Episode V - The Empire Strikes Back (1980),211,4.2156398104265405,80684,1891.0
1197,"Princess Bride, The (1987)",142,4.232394366197183,93779,2493.0
1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),200,4.2075,82971,85.0
1199,Brazil (1985),59,4.177966101694915,88846,68.0
1200,Aliens (1986),126,3.9642857142857144,90605,679.0
1201,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",72,4.145833333333333,60196,429.0
1203,12 Angry Men (1957),57,4.149122807017544,50083,389.0
1206,"Clockwork Orange, A (1971)",120,3.995833333333333,66921,185.0
1207,To Kill a Mockingbird (1962),58,4.120689655172414,56592,595.0
1208,Apocalypse Now (1979),107,4.219626168224299,78788,28.0
1210,Star Wars: Episode VI - Return of the Jedi (1983),196,4.137755102040816,86190,1892.0
1213,Goodfellas (1990),126,4.25,99685,769.0
1214,Alien (1979),146,3.969178082191781,78748,348.0
1215,Army of Darkness (1993),51,4.03921568627451,106308,766.0
1219,Psycho (1960),83,4.036144578313253,54215,539.0
1220,"Blues Brothers, The (1980)",84,3.8095238095238098,80455,525.0
1221,"Godfather: Part II, The (1974)",129,4.25968992248062,71562,240.0
1222,Full Metal Jacket (1987),102,4.098039215686274,93058,600.0
1225,Amadeus (1984),76,4.184210526315789,86879,279.0
1230,Annie Hall (1977),58,3.8706896551724137,75686,703.0
1234,"Sting, The (1973)",64,3.9765625,70735,9277.0
1240,"Terminator, The (1984)",131,3.896946564885496,88247,218.0
1246,Dead Poets Society (1989),86,3.9593023255813953,97165,207.0
1247,"Graduate, The (1967)",79,4.063291139240507,61722,37247.0
1252,Chinatown (1974),59,4.211864406779661,71315,829.0
1258,"Shining, The (1980)",109,4.08256880733945,81505,694.0
1259,Stand by Me (1986),91,4.0054945054945055,92005,235.0
1265,Groundhog Day (1993),143,3.944055944055944,107048,137.0
1270,Back to the Future (1985),171,4.038011695906433,88763,105.0
1276,Cool Hand Luke (1967),57,4.271929824561403,61512,903.0
1278,Young Frankenstein (1974),69,3.9927536231884058,72431,3034.0
1282,Fantasia (1940),53,3.783018867924529,32455,756.0
1288,This Is Spinal Tap (1984),66,4.015151515151516,88258,11031.0
1291,Indiana Jones and the Last Crusade (1989),140,4.046428571428572,97576,89.0
1302,Field of Dreams (1989),56,3.517857142857143,97351,2323.0
1304,Butch Cassidy and the Sundance Kid (1969),62,3.943548387096774,64115,642.0
1307,When Harry Met Sally... (1989),85,3.8588235294117648,98635,639.0
1356,Star Trek: First Contact (1996),91,3.879120879120879,117731,199.0
1370,Die Hard 2 (1990),68,3.4044117647058822,99423,1573.0
1374,Star Trek II: The Wrath of Khan (1982),62,3.766129032258065,84726,154.0
1377,Batman Returns (1992),60,3.025,103776,364.0
1380,Grease (1978),68,3.139705882352941,77631,621.0
1387,Jaws (1975),91,4.0054945054945055,73195,578.0
1391,Mars Attacks! (1996),86,3.0930232558139537,116996,75.0
1393,Jerry Maguire (1996),85,3.5941176470588236,116695,9390.0
1394,Raising Arizona (1987),58,3.9913793103448274,93822,378.0
1407,Scream (1996),70,3.2,117571,4232.0
1466,Donnie Brasco (1997),52,3.7403846153846154,119008,9366.0
1485,Liar Liar (1997),74,3.033783783783784,119528,1624.0
1500,Grosse Pointe Blank (1997),59,3.610169491525424,119229,9434.0
1517,Austin Powers: International Man of Mystery (1997),100,3.535,118655,816.0
1527,"Fifth Element, The (1997)",116,3.7456896551724137,119116,18.0
1544,"Lost World: Jurassic Park, The (1997)",67,2.753731343283582,119567,330.0
1552,Con Air (1997),59,3.0338983050847457,118880,1701.0
1573,Face/Off (1997),77,3.3701298701298703,119094,754.0
1580,Men in Black (a.k.a. MIB) (1997),165,3.487878787878788,119654,607.0
1584,Contact (1997),82,3.652439024390244,118884,686.0
1608,Air Force One (1997),58,3.3448275862068964,118571,9772.0
1610,"Hunt for Red October, The (1990)",90,3.8722222222222222,99810,1669.0
1617,L.A. Confidential (1997),97,4.061855670103093,119488,2118.0
1625,"Game, The (1997)",77,3.7012987012987018,119174,2649.0
1639,Chasing Amy (1997),52,3.576923076923077,118842,2255.0
1641,"Full Monty, The (1997)",56,3.758928571428571,119164,9427.0
1645,The Devil's Advocate (1997),51,3.411764705882353,118971,1813.0
1653,Gattaca (1997),86,3.953488372093023,119177,782.0
1676,Starship Troopers (1997),80,3.33125,120201,563.0
1682,"Truman Show, The (1998)",125,3.812,120382,37165.0
1704,Good Will Hunting (1997),141,4.078014184397163,119217,489.0
1721,Titanic (1997),140,3.414285714285714,120338,597.0
1732,"Big Lebowski, The (1998)",106,3.924528301886793,118715,115.0
1777,"Wedding Singer, The (1998)",56,3.419642857142857,120888,11003.0
1784,As Good as It Gets (1997),96,3.6979166666666665,119822,2898.0
1917,Armageddon (1998),92,3.0543478260869565,120591,95.0
1923,There's Something About Mary (1998),105,3.676190476190476,129387,544.0
1954,Rocky (1976),64,3.828125,75148,1366.0
1961,Rain Man (1988),96,3.8072916666666665,95953,380.0
1968,"Breakfast Club, The (1985)",113,3.7787610619469025,88847,2108.0
1997,"Exorcist, The (1973)",53,3.80188679245283,70047,9552.0
2000,Lethal Weapon (1987),75,3.673333333333334,93409,941.0
2005,"Goonies, The (1985)",57,3.570175438596491,89218,9340.0
2006,"Mask of Zorro, The (1998)",60,3.1,120746,9342.0
2011,Back to the Future Part II (1989),87,3.5057471264367814,96874,165.0
2012,Back to the Future Part III (1990),88,3.3693181818181817,99088,196.0
2028,Saving Private Ryan (1998),188,4.1462765957446805,120815,857.0
2054,"Honey, I Shrunk the Kids (1989)",68,2.7573529411764706,97523,9354.0
2078,"Jungle Book, The (1967)",53,3.830188679245283,61852,9325.0
2080,Lady and the Tramp (1955),55,3.4,48280,10340.0
2081,"Little Mermaid, The (1989)",67,3.425373134328358,97757,10144.0
2100,Splash (1984),51,3.1176470588235294,88161,2619.0
2115,Indiana Jones and the Temple of Doom (1984),108,3.638888888888889,87469,87.0
2167,Blade (1998),58,3.3620689655172415,120611,36647.0
2174,Beetlejuice (1988),91,3.4725274725274726,94721,4011.0
2194,"Untouchables, The (1987)",65,3.9384615384615382,94226,117.0
2268,"Few Good Men, A (1992)",57,3.789473684210526,104257,881.0
2291,Edward Scissorhands (1990),80,3.7,99487,162.0
2302,My Cousin Vinny (1992),59,3.26271186440678,104952,10377.0
2321,Pleasantville (1998),61,3.4836065573770494,120789,2657.0
2324,Life Is Beautiful (La Vita è bella) (1997),88,4.1477272727272725,118799,637.0
2329,American History X (1998),129,4.217054263565892,120586,73.0
2353,Enemy of the State (1998),67,3.4925373134328357,120660,9798.0
2355,"Bug's Life, A (1998)",92,3.516304347826087,120623,9487.0
2395,Rushmore (1998),56,3.544642857142857,128445,11545.0
2396,Shakespeare in Love (1998),92,3.777173913043478,138097,1934.0
2406,Romancing the Stone (1984),54,3.4537037037037037,88011,9326.0
2470,Crocodile Dundee (1986),57,3.175438596491228,90555,9671.0
2502,Office Space (1999),94,4.090425531914893,151804,1542.0
2529,Planet of the Apes (1968),56,3.803571428571429,63442,871.0
2542,"Lock, Stock & Two Smoking Barrels (1998)",67,4.052238805970149,120735,100.0
2571,"Matrix, The (1999)",278,4.192446043165468,133093,603.0
2572,10 Things I Hate About You (1999),54,3.5277777777777777,147800,4951.0
2599,Election (1999),56,3.6607142857142856,126886,9451.0
2617,"Mummy, The (1999)",87,3.1206896551724137,120616,564.0
2628,Star Wars: Episode I - The Phantom Menace (1999),140,3.107142857142857,120915,1893.0
2640,Superman (1978),61,3.60655737704918,78346,1924.0
2657,"Rocky Horror Picture Show, The (1975)",63,3.3412698412698414,73629,36685.0
2671,Notting Hill (1999),56,3.455357142857143,125439,509.0
2683,Austin Powers: The Spy Who Shagged Me (1999),121,3.1983471074380163,145660,817.0
2692,Run Lola Run (Lola rennt) (1998),75,4.0,130827,104.0
2699,Arachnophobia (1990),53,2.811320754716981,99052,6488.0
2700,"South Park: Bigger, Longer and Uncut (1999)",76,3.861842105263158,158983,9473.0
2701,Wild Wild West (1999),53,2.207547169811321,120891,8487.0
2706,American Pie (1999),103,3.378640776699029,163651,2105.0
2710,"Blair Witch Project, The (1999)",64,2.796875,185937,2667.0
2712,Eyes Wide Shut (1999),53,3.462264150943396,120663,345.0
2716,Ghostbusters (a.k.a. Ghost Busters) (1984),120,3.775,87332,620.0
2762,"Sixth Sense, The (1999)",179,3.893854748603352,167404,745.0
2791,Airplane! (1980),87,3.85632183908046,80339,813.0
2797,Big (1988),91,3.71978021978022,94737,2280.0
2804,"Christmas Story, A (1983)",55,3.9727272727272727,85334,850.0
2858,American Beauty (1999),204,4.056372549019608,169547,14.0
2916,Total Recall (1990),88,3.653409090909091,100802,861.0
2918,Ferris Bueller's Day Off (1986),109,3.839449541284403,91042,9377.0
2947,Goldfinger (1964),53,3.839622641509434,58150,658.0
2959,Fight Club (1999),218,4.272935779816514,137523,550.0
2985,RoboCop (1987),70,3.371428571428571,93870,5548.0
2987,Who Framed Roger Rabbit? (1988),97,3.5721649484536084,96438,856.0
2997,Being John Malkovich (1999),99,3.9545454545454546,120601,492.0
3033,Spaceballs (1987),59,3.483050847457627,94012,957.0
3052,Dogma (1999),79,3.645569620253165,120655,1832.0
3081,Sleepy Hollow (1999),62,3.475806451612903,162661,2668.0
3114,Toy Story 2 (1999),97,3.8608247422680417,120363,863.0
3147,"Green Mile, The (1999)",111,4.148648648648648,120689,497.0
3160,Magnolia (1999),52,3.7115384615384617,175880,334.0
3175,Galaxy Quest (1999),75,3.58,177789,926.0
3253,Wayne's World (1992),61,3.4754098360655736,105793,8872.0
3408,Erin Brockovich (2000),70,3.5285714285714285,195685,462.0
3421,Animal House (1978),62,3.693548387096774,77975,8469.0
3471,Close Encounters of the Third Kind (1977),60,3.7416666666666663,75860,840.0
3481,High Fidelity (2000),75,3.6666666666666665,146882,243.0
3489,Hook (1991),53,3.358490566037736,102057,879.0
3527,Predator (1987),61,3.581967213114754,93773,106.0
3535,American Psycho (2000),59,3.788135593220339,144084,1359.0
3552,Caddyshack (1980),52,3.826923076923077,80487,11977.0
3578,Gladiator (2000),170,3.9382352941176473,172495,98.0
3623,Mission: Impossible II (2000),77,2.7142857142857144,120755,955.0
3671,Blazing Saddles (1974),62,3.935483870967742,71230,11072.0
3717,Gone in 60 Seconds (2000),61,3.221311475409836,187078,9679.0
3751,Chicken Run (2000),78,3.551282051282051,120630,7443.0
3753,"Patriot, The (2000)",68,3.448529411764706,187393,2024.0
3793,X-Men (2000),133,3.699248120300752,120903,36657.0
3897,Almost Famous (2000),83,3.867469879518072,181875,786.0
3911,Best in Show (2000),53,3.688679245283019,218839,13785.0
3948,Meet the Parents (2000),91,3.4175824175824174,212338,1597.0
3949,Requiem for a Dream (2000),96,3.921875,180093,641.0
3977,Charlie's Angels (2000),72,2.7222222222222223,160127,4327.0
3994,Unbreakable (2000),73,3.4794520547945207,217869,9741.0
3996,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",110,3.836363636363637,190332,146.0
4011,Snatch (2000),93,4.155913978494624,208092,107.0
4018,What Women Want (2000),54,3.138888888888889,207201,3981.0
4022,Cast Away (2000),100,3.7,162222,8358.0
4025,Miss Congeniality (2000),64,3.0546875,212346,1493.0
4027,"O Brother, Where Art Thou? (2000)",94,3.808510638297872,190590,134.0
4034,Traffic (2000),70,3.9,181865,1900.0
4226,Memento (2000),159,4.122641509433962,209144,77.0
4239,Blow (2001),51,3.813725490196078,221027,4133.0
4246,Bridget Jones's Diary (2001),65,3.623076923076923,243155,634.0
4262,Scarface (1983),67,3.9328358208955225,86250,111.0
4306,Shrek (2001),170,3.8676470588235294,126029,808.0
4308,Moulin Rouge (2001),55,3.590909090909091,203009,824.0
4370,A.I. Artificial Intelligence (2001),56,3.3392857142857144,212720,644.0
4447,Legally Blonde (2001),64,3.15625,250494,8835.0
4720,"Others, The (2001)",55,3.627272727272727,230600,1933.0
4776,Training Day (2001),51,3.7941176470588234,139654,2034.0
4816,Zoolander (2001),54,3.509259259259259,196229,9398.0
4848,Mulholland Drive (2001),51,3.843137254901961,166924,1018.0
4878,Donnie Darko (2001),109,3.981651376146789,246578,141.0
4886,"Monsters, Inc. (2001)",132,3.871212121212121,198781,585.0
4896,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),107,3.7616822429906542,241527,671.0
4963,Ocean's Eleven (2001),119,3.8445378151260505,240772,161.0
4973,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",120,4.183333333333334,211915,194.0
4979,"Royal Tenenbaums, The (2001)",68,3.683823529411765,265666,9428.0
4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",198,4.106060606060606,120737,120.0
4995,"Beautiful Mind, A (2001)",123,4.0,268978,453.0
5218,Ice Age (2002),85,3.6882352941176473,268380,425.0
5299,My Big Fat Greek Wedding (2002),60,3.2666666666666666,259446,8346.0
5349,Spider-Man (2002),122,3.540983606557377,145487,557.0
5378,Star Wars: Episode II - Attack of the Clones (2002),92,3.157608695652174,121765,1894.0
5418,"Bourne Identity, The (2002)",112,3.8169642857142856,258463,2501.0
5445,Minority Report (2002),120,3.6375,181689,180.0
5459,Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002),61,2.959016393442623,120912,608.0
5481,Austin Powers in Goldmember (2002),65,2.8461538461538463,295178,818.0
5502,Signs (2002),63,3.1666666666666665,286106,2675.0
5618,Spirited Away (Sen to Chihiro no kamikakushi) (2001),87,4.155172413793103,245429,129.0
5669,Bowling for Columbine (2002),58,3.775862068965518,310793,1430.0
5816,Harry Potter and the Chamber of Secrets (2002),102,3.5980392156862746,295297,672.0
5952,"Lord of the Rings: The Two Towers, The (2002)",188,4.0212765957446805,167261,121.0
5956,Gangs of New York (2002),55,3.518181818181818,217505,3131.0
5989,Catch Me If You Can (2002),115,3.9217391304347826,264464,640.0
6016,City of God (Cidade de Deus) (2002),75,4.1466666666666665,317248,598.0
6333,X2: X-Men United (2003),76,3.723684210526316,290334,36658.0
6365,"Matrix Reloaded, The (2003)",96,3.3541666666666665,234215,604.0
6373,Bruce Almighty (2003),71,3.316901408450704,315327,310.0
6377,Finding Nemo (2003),141,3.9609929078014185,266543,12.0
6378,"Italian Job, The (2003)",59,3.6186440677966103,317740,9654.0
6502,28 Days Later (2002),58,3.974137931034482,289043,170.0
6539,Pirates of the Caribbean: The Curse of the Black Pearl (2003),149,3.778523489932886,325980,22.0
6711,Lost in Translation (2003),74,4.033783783783784,335266,153.0
6863,School of Rock (2003),66,3.4015151515151514,332379,1584.0
6870,Mystic River (2003),52,3.7115384615384617,327056,322.0
6874,Kill Bill: Vol. 1 (2003),131,3.9618320610687023,266697,24.0
6934,"Matrix Revolutions, The (2003)",79,3.151898734177215,242653,605.0
6942,Love Actually (2003),59,3.788135593220339,314331,508.0
7143,"Last Samurai, The (2003)",62,3.903225806451613,325710,616.0
7147,Big Fish (2003),69,3.8333333333333335,319061,587.0
7153,"Lord of the Rings: The Return of the King, The (2003)",185,4.118918918918919,167260,122.0
7361,Eternal Sunshine of the Spotless Mind (2004),131,4.1603053435114505,338013,38.0
7438,Kill Bill: Vol. 2 (2004),110,3.868181818181818,378194,393.0
8360,Shrek 2 (2004),92,3.5760869565217392,298148,809.0
8368,Harry Potter and the Prisoner of Azkaban (2004),93,3.913978494623656,304141,673.0
8636,Spider-Man 2 (2004),79,3.8037974683544302,316654,558.0
8641,Anchorman: The Legend of Ron Burgundy (2004),57,3.771929824561404,357413,8699.0
8644,"I, Robot (2004)",61,3.4918032786885247,343818,2048.0
8665,"Bourne Supremacy, The (2004)",75,3.786666666666666,372183,2502.0
8874,Shaun of the Dead (2004),77,4.0064935064935066,365748,747.0
8961,"Incredibles, The (2004)",125,3.836,317705,9806.0
30707,Million Dollar Baby (2004),52,3.8461538461538463,405159,70.0
30793,Charlie and the Chocolate Factory (2005),61,3.0,367594,118.0
32587,Sin City (2005),84,3.857142857142857,401792,187.0
33493,Star Wars: Episode III - Revenge of the Sith (2005),78,3.4294871794871793,121766,1895.0
33679,Mr. & Mrs. Smith (2005),59,3.2796610169491527,356910,787.0
33794,Batman Begins (2005),116,3.8620689655172415,372784,272.0
34162,Wedding Crashers (2005),58,3.5086206896551726,396269,9522.0
35836,"40-Year-Old Virgin, The (2005)",74,3.547297297297298,405422,6957.0
40815,Harry Potter and the Goblet of Fire (2005),71,3.816901408450704,330373,674.0
41566,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)",62,3.443548387096774,363771,411.0
44191,V for Vendetta (2006),100,3.885,434409,752.0
45499,X-Men: The Last Stand (2006),52,3.355769230769231,376994,36668.0
45722,Pirates of the Caribbean: Dead Man's Chest (2006),72,3.5069444444444446,383574,58.0
46578,Little Miss Sunshine (2006),77,3.883116883116883,449059,773.0
48385,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),65,3.3461538461538463,443453,496.0
48394,"Pan's Labyrinth (Laberinto del fauno, El) (2006)",81,3.814814814814815,457430,1417.0
48516,"Departed, The (2006)",107,4.252336448598131,407887,1422.0
48774,Children of Men (2006),64,3.9453125,206634,9693.0
48780,"Prestige, The (2006)",90,4.0055555555555555,482571,1124.0
49272,Casino Royale (2006),81,3.9444444444444446,381061,36557.0
49530,Blood Diamond (2006),53,3.7641509433962264,450259,1372.0
50872,Ratatouille (2007),72,3.8680555555555554,382932,2062.0
51255,Hot Fuzz (2007),61,4.0,425112,4638.0
51662,300 (2007),80,3.68125,416449,1271.0
52973,Knocked Up (2007),52,3.6538461538461537,478311,4964.0
53125,Pirates of the Caribbean: At World's End (2007),56,3.4375,449088,285.0
54001,Harry Potter and the Order of the Phoenix (2007),58,3.8620689655172415,373889,675.0
54286,"Bourne Ultimatum, The (2007)",81,3.697530864197531,440963,2503.0
54503,Superbad (2007),55,3.863636363636364,829482,8363.0
55820,No Country for Old Men (2007),64,3.8984375,477348,6977.0
56174,I Am Legend (2007),62,3.4838709677419355,480249,6479.0
56367,Juno (2007),65,3.769230769230769,467406,7326.0
58559,"Dark Knight, The (2008)",149,4.238255033557047,468569,155.0
59315,Iron Man (2008),94,3.824468085106383,371746,1726.0
59784,Kung Fu Panda (2008),54,3.4444444444444446,441773,9502.0
60069,WALL·E (2008),104,4.0576923076923075,910970,10681.0
63082,Slumdog Millionaire (2008),71,3.8098591549295775,1010048,12405.0
68157,Inglourious Basterds (2009),88,4.136363636363637,361748,16869.0
68358,Star Trek (2009),59,3.864406779661017,796366,13475.0
68954,Up (2009),105,4.004761904761905,1049413,14160.0
69122,"Hangover, The (2009)",76,3.631578947368421,1119646,18785.0
